"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","closed"
"6923","AhfDXQtqK4oxZovNsySkqA","Colvin Inspections","","Ruskin","FL",33570,27.6958511,-82.4536115,5,7,1,"Real Estate, Home Inspectors, Local Services, Environmental Testing, Real Estate Services, Home Services, Commercial Real Estate","Monday"
"6927","syB12Xf6R6AUGsS3m8Ycgw","S. B. Kumar, DDS","5201 N Central Ave","Tampa","FL",33603,27.9944233,-82.4549869,3.5,13,1,"Dentists, General Dentistry, Health & Medical","NA"
"6929","FejNdSOOBvYDcaiFobnXEA","The Gallery Studios","705 S Rome Ave","Tampa","FL",33606,27.9369135,-82.4770737,5,7,1,"Photographers, Videographers, Event Planning & Services, Session Photography, Event Photography","NA"
"6931","U_CN8t4N2iSVuj_5Aqcjzg","Harmony Yoga & Wellness Center","4507 Gunn Hwy","Tampa","FL",33624,28.0519377,-82.5232668,4.5,5,0,"Active Life, Fitness & Instruction, Yoga",NA
"6932","M6ZwoibuGA5KxKWnxqKz4Q","Cigar City Brewpub","15491 N Dale Mabry Hwy","Tampa","FL",33618,28.0927616555,-82.5017115315,3.5,303,0,"Bars, Pubs, Nightlife, American (New), Restaurants","NA"
"6933","n57nKQB-OIyvf1btrUF75w","Yoga Downtown Tampa","206 E Cass St","Tampa","FL",33602,27.95134,-82.460192,5,12,0,"Massage Therapy, Fitness & Instruction, Active Life, Health & Medical, Yoga","NA"
"6934","GJ0WITdNS5aWQpbMbNo_DA","Banana Republic","2223 N West Shore Blvd, Ste 262","Tampa","FL",33607,27.9656483122,-82.5212050025,3.5,7,1,"Shopping, Fashion, Men's Clothing, Accessories, Women's Clothing","Monday"
"6937","KB4AYRCILPmBI1k0jUID7w","Subway","12235 W Linebaugh Ave","Tampa","FL",33626,28.056877293,-82.6265868,2.5,7,1,"Fast Food, Restaurants, Sandwiches","NA"
"6938","b22gesyVeOOJdsbx5SxK-A","Alba Coffee","15000 N Dale Mabry Hwy","Tampa","FL",33624,28.0858432,-82.5048005,5,5,0,"Coffee & Tea, Sandwiches, Food, Restaurants",NA
"6943","loRvpXHsabdtkzlGOwO3sg","Pasco Veterinary Medical Center","4575 Pet Ln","Lutz","FL",33559,28.22253,-82.381323,2,10,1,"Health & Medical, Veterinarians, Doctors, Naturopathic/Holistic, Pets, Pet Sitting, Pet Services, Emergency Rooms","NA"
"6944","IuasKM5Wjgj7KycJ1CpUqw","The Alteration Place","2125 W Martin Luther King Blvd","Tampa","FL",33607,27.9814384,-82.4817271,4.5,12,1,"Sewing & Alterations, Local Services","Monday"
"6945","EDznO60HDAOYeCgcizfhmA","PHDermatology","11601 Sheldon Rd","Tampa","FL",33626,28.0534668429,-82.582114211,4,19,1,"Dermatologists, Medical Spas, Skin Care, Laser Hair Removal, Cosmetic Surgeons, Health & Medical, Doctors, Hair Removal, Beauty & Spas","NA"
"6946","VxF3CulqmVmVHdbKhPsfcA","Delta Credit Restoration","1219 Millennuim Pkwy, Ste 108","Brandon","FL",33511,27.9289759,-82.3010518,4.5,7,1,"Financial Services, Financial Advising","NA"
"6948","EmMTdZFkqQRbUL87Tl0Pfg","China Star","6158 N US Hwy 41","Apollo Beach","FL",33572,27.7666536009,-82.3953308888,4,32,1,"Restaurants, Chinese","NA"
"6949","d2HazI4L_0T_4PJq1KiZUA","Iavarone's Steakhouse & Italian Grill","3617 W Humphrey St","Tampa","FL",33614,28.029299,-82.5015116,4,382,1,"Restaurants, Steakhouses, Bars, Italian, Nightlife","Monday"
"6951","3WC9HidyqFisiDxP1dcFCA","Miguelitos Taqueria Y Tequilas","2702 W Kennedy Blvd","Tampa","FL",33609,27.9444937,-82.4880087,4,418,1,"Tex-Mex, Seafood, Mexican, Restaurants","NA"
"6952","g8NjzrC_LP7q4wgaKn54DA","Spa Luxor Massage","3810 S Dale Mabry Hwy, Ste 206","Tampa","FL",33611,27.9078421,-82.5027376,5,12,1,"Health & Medical, Day Spas, Massage Therapy, Beauty & Spas","NA"
"6954","NFZXeT9w9tSOVTl20yPLxg","We Rock the Spectrum - Tampa","1076 E Brandon Blvd, Unit 102","Brandon","FL",33511,27.9403837197,-82.2671488342,5,13,1,"Active Life, Kids Activities, Playgrounds, Venues & Event Spaces, Event Planning & Services","Monday"
"6957","MbqXqY1qy-hXKAMPmUdfKQ","Nordstrom Rack","1702 N Dale Mabry Hwy","Tampa","FL",33607,27.9576569493,-82.508225441,3.5,60,1,"Men's Clothing, Accessories, Shopping, Department Stores, Fashion, Discount Store, Women's Clothing, Shoe Stores","Monday"
"6958","_qSuHNu14qYIQCYePcFP9A","Eclipse Salon and Spa","16540 Pointe Village Dr, Ste 105","Lutz","FL",33558,28.1893215179,-82.5410690308,5,6,0,"Hair Removal, Beauty & Spas, Hair Salons, Skin Care","NA"
"6961","kLqLi4dHEqYpuqUAX_7QLA","Sakana Sushi Asian Grill","2908 W Gandy Blvd","Tampa","FL",33611,27.893209,-82.490857,4,116,1,"Japanese, Sushi Bars, Asian Fusion, Restaurants","NA"
"6964","Wu9b65I0NqlGxnLDNuO5Ig","Chamo bites","5425 Sheldon Rd","Tampa","FL",33615,27.9979958,-82.58271,4,16,1,"Venezuelan, Food Trucks, Food, Restaurants, Latin American","NA"
"6965","JZwg8dFZqhcWxTjOgeZalg","Lucky's Pizzeria","901 South 22nd St","Tampa","FL",33605,27.942795575,-82.4349506031,1.5,7,0,"Restaurants, Italian","NA"
"6974","HkJetnEgmvTdjjUZVYoLJw","Pita's Republic","14614 N Dale Mabry Hwy","Tampa","FL",33618,28.0812207,-82.5076523,4,26,1,"Greek, Restaurants, Sandwiches","NA"
"6977","vvwitxLApuiD21xGL1FfoQ","Original Grill Station","508 N Franklin St","Tampa","FL",33602,27.9486918,-82.4586675,3,9,0,"Restaurants, Asian Fusion","NA"
"6978","q2-bWAmzNhOS2HytVyCfdQ","Arrowhead Archery Shop","10818 E US Hwy 92","Tampa","FL",33610,27.99894,-82.319605,4,13,1,"Archery, Active Life","NA"
"6979","6sOy2NvLpXeEDiISkEwkhA","Florida Orthopaedic Institute","6117 Gunn Hwy","Tampa","FL",33625,28.0646,-82.5511525,2.5,27,1,"Health & Medical, Occupational Therapy, Orthopedists, Chiropractors, Sports Medicine, Medical Centers, Urgent Care, Doctors","NA"
"6981","NHGaC1nKSciZSb1FsCdiwQ","Benzer Pharmacy","14306-D North Dale Mabry Hwy","Tampa","FL",33618,28.0762275,-82.507779,3.5,6,1,"Shopping, Drugstores, Pharmacy, Health & Medical","NA"
"6982","u9wXkA06dWSWWqAsCnweEg","Caribbean Sandwich Shop","8240 W Waters Ave","Tampa","FL",33615,28.0255061,-82.5737261,4.5,50,1,"Caribbean, Restaurants, Sandwiches","NA"
"6984","SCZrRfcc59xbkYEByJpmIA","The Cheesery Truck","1000 St","Tampa","FL",34683,28.0680529,-82.7683311,4,5,0,"Food, Food Trucks",NA
"6985","kCzWbUG8M13F06DG80YqDA","Tia's Tex Mex","2815 E Fowler Ave","Tampa","FL",33612,28.0537533,-82.427617,3,22,0,"Restaurants, Mexican","NA"
"6991","w9Z-TvSsybqKhG0kBBaYVQ","The Dawson Apartments","15501 Bruce B Downs Blvd","Tampa","FL",33647,28.085458941,-82.4096695994,1.5,11,1,"Apartments, Real Estate, Home Services","Monday"
"6993","rKQBAi9UIsPnHUJZXkUrUg","Hand & Stone Massage and Facial Spa","13129 N Dale Mabry Hwy, Ste E","Tampa","FL",33618,28.0669023,-82.5025631138,4,33,1,"Skin Care, Day Spas, Beauty & Spas, Massage","NA"
"6997","Mzbp6EgbTT0Yt43tQX0cYg","CVS Pharmacy","5357 Ehrlich Rd","Tampa","FL",33625,28.0842,-82.5414953,3,5,1,"Convenience Stores, Pharmacy, Shopping, Health & Medical, Food, Photography Stores & Services, Drugstores","NA"
"7001","GVN0YpoDXBU0OpxlCi_3Ng","Spanglish Bistro","1903 60th E","Valrico","FL",33594,27.9377533,-82.2552788,3,26,0,"Spanish, Tapas Bars, Restaurants, American (New)","NA"
"7002","_A9HatbhHMesQq8-O_e20g","Java Bay Cafe","13312 Telecom Dr","Tampa","FL",33637,28.0684559,-82.3750987,4.5,34,0,"Food, Restaurants, Sandwiches, Juice Bars & Smoothies, Wraps, Breakfast & Brunch, Coffee & Tea, Cafes, Donuts, Bagels, American (Traditional)","Monday"
"7003","L1l9CKjw2WyO_kTohzkmIw","Doug Belden- Hillsborough County Tax Collect","3011 University Center Dr, Ste 150","Tampa","FL",33612,28.0443615136,-82.4243147314,3,30,1,"Departments of Motor Vehicles, Financial Services, Public Services & Government, Tax Services","NA"
"7006","p8nHNmp_L_GsI3hRtRXrDw","WrightDavis Property Management","4302 W El Prado Blvd","Tampa","FL",33629,27.9113014,-82.5165421,2.5,34,1,"Property Management, Real Estate Agents, Home Services, Real Estate Services, Real Estate","NA"
"7011","R8cdeX_NLeCk7IGsGSX3fQ","Unique Hair & Nail","15321 Amberly Dr","Tampa","FL",33647,28.0891088,-82.4042489,3.5,5,1,"Beauty & Spas, Nail Salons, Hair Salons",NA
"7013","if3iasnSXFHNXn1PoVRWdg","Happy Feet Plus","109 S Dale Mabry Hwy","Tampa","FL",33609,27.9440324885,-82.5061322479,5,10,1,"Reflexology, Shopping, Shoe Stores, Orthotics, Fashion, Health & Medical","NA"
"7015","zMC-0WFelFcvmD6XGhfxGQ","Rivercrest Park","4802 N River Blvd","Tampa","FL",33603,27.988934,-82.465747,4.5,7,1,"Active Life, Parks",NA
"7018","qstUIThj90vC0jNjYjoxug","Fl Fantastic Nails","4332 S Manhattan Ave","Tampa","FL",33611,27.9016515901,-82.5179310435,4,11,1,"Nail Salons, Beauty & Spas","NA"
"7019","rmz80kYLFKEtrqHn0u7D2A","Beauty Depot","1401 E Fowler Ave","Tampa","FL",33612,28.05364,-82.443895,3,14,1,"Beauty & Spas, Shopping, Cosmetics & Beauty Supply","NA"
"7021","QhFHEsM0vXQVSqjT9-1Ybw","General 1","727 W Lumsden Rd","Brandon","FL",33511,27.9219779,-82.2958557,3,5,1,"Restaurants, Chinese","NA"
"7022","gytqFU8j-b6dpNcLEwMDYQ","Sweet Buns Bakery","2788 E Fowler Ave","Tampa","FL",33612,28.0554909,-82.4274108,4.5,151,1,"Custom Cakes, Restaurants, Chinese, Food, Bakeries","NA"
"7023","n_7EQxn0ciucIOJfpWVaTQ","Saigon Deli","3858 W Waters Ave","Tampa","FL",33614,28.0246937978,-82.5076236703,4.5,738,1,"Vietnamese, Delis, Soup, Coffee & Tea, Food, Restaurants","NA"
"7026","4fWZOQIuv-90cqEEWrWhSw","Papa John's Pizza","3425 West Kennedy Boulevard","Tampa","FL",33609,27.9451095,-82.500544,3,29,1,"Restaurants, Pizza","NA"
"7028","jywuzma0SvL6kdzT1gbkCQ","Allister Place","4939 E Busch Blvd","Tampa","FL",33617,28.0301739,-82.4028095,1,6,1,"Real Estate, Home Services, Apartments","NA"
"7030","oxISlLklo1F5nMiyqho6PA","Midtown Boba","3718 Midtown Dr","Tampa","FL",33607,27.953241,-82.5039913,4.5,26,1,"Coffee & Tea, Food, Bubble Tea",NA
"7035","MOmiEOsukuY2hD9VMPYJnA","YUPPI","1821 E 7th Ave","Tampa","FL",33605,27.9600843,-82.4384412,4.5,69,1,"American (New), Restaurants, Seafood, Soul Food, Chicken Wings, Southern","NA"
"7036","nmgG8oNi66ZHYiDJqvZzfQ","Rox Rooftop Bar","2545 N Rocky Point Dr","Tampa","FL",33607,27.9625607421,-82.5688615301,4,25,1,"Lounges, Nightlife, Bars, Cocktail Bars",NA
"7038","p9cRDR45YAYCB95geqdrfw","Down To the Bone Bbq & Catering","110 S Kings Ave","Brandon","FL",33511,27.936342,-82.2941171,3.5,40,0,"Restaurants, Caterers, Event Planning & Services, Barbeque","NA"
"7040","r92BNL7527M8NcH0kUPvFw","A Brilliant Smile","11948 Boyette Rd","Riverview","FL",33569,27.85459,-82.299688,4,5,0,"Health & Medical, General Dentistry, Dentists","NA"
"7041","SbJeDxDsv-S-qJr2vks0Tw","One Call Construction Services","6600 32nd Ave S","Tampa","FL",33619,27.920491,-82.382033,1,6,1,"Home Services, Contractors, Plumbing, Professional Services, Electricians","NA"
"7043","Z3umErk8meH5fUo0t7Ha7g","Jersey Mike's Subs","6917 Gunn Hwy","Tampa","FL",33625,28.066596,-82.569271,3.5,35,1,"Delis, Fast Food, Sandwiches, Restaurants, Food","Monday"
"7044","neZ57MQjD-ai__HQh5ULaw","Buffalo Wild Wings","2055 Badlands Dr","Brandon","FL",33511,27.9274907067,-82.3170939088,2.5,159,1,"Sports Bars, American (Traditional), Nightlife, Bars, Restaurants, Chicken Wings","Monday"
"7045","fPiDdSwnOHnfNp5emuuOQA","The Lodge at Lakecrest Apartments","10420 N McKinley Dr","Tampa","FL",33612,28.0455767748,-82.4167990013,3.5,28,1,"Apartments, Home Services, Real Estate, Property Management","Monday"
"7046","jsOz-dWToun2VsFcFAfGww","Palma Ceia Golf and Country Club","1601 S MacDill Ave","Tampa","FL",33629,27.928713,-82.494253,4,9,1,"Golf, Arts & Entertainment, Active Life, Country Clubs",NA
"7047","F1nK5KDqxFWMMLdaz_djoQ","Sixt Rent A Car","5105 W Cypress St","Tampa","FL",33607,27.9527455276,-82.5308954716,2.5,172,0,"Hotels & Travel, Vacation Rentals, Car Rental","NA"
"7048","o9f4lUBaexVNS_STiGQZSg","Tampa General Hospital","2501 W Kennedy Blvd","Tampa","FL",33609,27.9450589,-82.4853934,3.5,8,1,"Health & Medical, Hospitals, Doctors",NA
"7050","Jru3oDjTLWsj_ptGtn09xw","Glenn's Wheel Polishing & Repair","4715 N Grady Ave","Tampa","FL",33614,27.9876716,-82.5090701,4.5,15,1,"Tires, Powder Coating, Wheel & Rim Repair, Local Services, Automotive","Monday"
"7051","MqFYLVFTCPseygf593p2Uw","Song Huong Restaurant","4034 W Waters Ave","Tampa","FL",33614,28.0250647,-82.5113873,4,98,1,"Restaurants, Vietnamese","NA"
"7053","eVVeKGn0zp7mAYTWKP22_A","Little Harbor Marinas","606 Seagrape Dr","Ruskin","FL",33570,27.7252666438,-82.4698131898,3,10,1,"Automotive, Boat Dealers, Sporting Goods, Shopping, RV Repair, Marinas, Hunting & Fishing Supplies, Boat Repair, Professional Services","Monday"
"7055","xSsfjn_7E9IIWfWcZjizHQ","MacDill AFB Brandon Clinic","220 Grand Regency Blvd","Brandon","FL",33510,27.9437262538,-82.3259944029,2.5,6,1,"Doctors, Medical Centers, Health & Medical, Internal Medicine",NA
"7058","pTGDHmP23bblWj9jcgu_PQ","DSW Designer Shoe Warehouse","15020 North Dale Mabry Hwy","Tampa","FL",33618,28.0870684,-82.506273,4,16,1,"Shopping, Fashion, Shoe Stores","NA"
"7059","lHLf70yzkVjcRJxGwJtrlA","Reliant Roof cleaning & Pressure washing ","","Tampa","FL",33635,28.0253541,-82.6213311,5,28,1,"Pool Cleaners, Office Cleaning, Pressure Washers, Roofing, Gutter Services, Home Cleaning, Solar Panel Cleaning, Window Washing, Professional Services, Home Services","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday"
"7063","5vFHNpa2M_BjKp5iMIlECA","Krav Maga Martial Arts","1900 Land O Lakes Blvd","Lutz","FL",33549,28.1846197,-82.4659915,4.5,7,1,"Fitness & Instruction, Active Life, Martial Arts, Kickboxing, Boxing","NA"
"7064","l7cuThfqH0YUSsP5V1hKzQ","Cutter's Cigar","715 W Lumsden Rd","Brandon","FL",33511,27.9217685,-82.2953547,4.5,17,1,"Tobacco Shops, Lounges, Shopping, Nightlife, Cigar Bars, Bars","NA"
"7065","m7YG0KLcWPSVaSzStbYaDg","Bloomingdale Regional Library","1906 Bloomingdale Ave","Valrico","FL",33596,27.89455,-82.252437,4,14,1,"Public Services & Government, Libraries, Education, Educational Services","Monday"
"7066","Mhtj1kfODpqmVk7D1uoFzg","CSL Plasma","10061 E Adamo Dr","Tampa","FL",33619,27.9419866,-82.3373002,2.5,13,1,"Health & Medical, Blood & Plasma Donation Centers","NA"
"7070","FItq0eNXwDYeZXJ5bCvDLQ","Surf Outfitter By JackRabbit","1607 W Swann Ave","Tampa","FL",33606,27.9374849,-82.4759602,4,8,0,"Women's Clothing, Fashion, Sports Wear, Shoe Stores, Accessories, Swimwear, Surf Shop, Shopping, Sporting Goods, Men's Clothing","Monday"
"7076","Bii6sQO2QNinBq9vdakNBg","Texas de Brazil","4112 West Boy Scout Blvd","Tampa","FL",33607,27.9652404764,-82.5126939571,3.5,640,1,"Event Planning & Services, Restaurants, Brazilian, Salad, Steakhouses, Venues & Event Spaces, Gluten-Free","NA"
"7079","3CF9oBttNp3aKysz7GaNEw","Essentials Massage & Facial Spa","12185 W Linebaugh Ave","Tampa","FL",33626,28.0572070326,-82.6267686731,4,87,1,"Beauty & Spas, Skin Care, Hair Removal, Massage, Waxing","Monday"
"7081","yMduGSaCK3zzEctYlV8o4g","PakMail","2780 E Fowler Ave","Tampa","FL",33612,28.0558012,-82.4276522,5,7,1,"Mailbox Centers, Packing Services, Notaries, Local Services, Home Services, Professional Services, Couriers & Delivery Services, Shipping Centers, Shredding Services","NA"
"7084","lqZh59r3bPxTQCOC8FbcDQ","Varela Westshore Apartments","1701 N Lois Ave","Tampa","FL",33607,27.9581634,-82.5132521,4,42,1,"Home Services, Real Estate, Apartments","NA"
"7086","CbBqxZmkvEqwV1EFEexITw","Pearl Salon","477 N Ashley Dr","Tampa","FL",33602,27.9477181859,-82.4596638945,4,150,0,"Nail Salons, Massage, Waxing, Eyelash Service, Beauty & Spas, Hair Removal","Monday"
"7088","K_WURZAvXtBd8bW8z2V-Lw","Walmart Supercenter","1505 N Dale Mabry Hwy","Tampa","FL",33607,27.9572175379,-82.5025830016,2,56,1,"Shopping, Department Stores, Fashion, Discount Store, Grocery, Drugstores, Electronics, Food, Mobile Phones","NA"
"7092","YQY1P0_5w-7L7ywjgb1lOg","The Potter's House Studio","3627 S Westshore Blvd","Tampa","FL",33629,27.910698,-82.527006,5,28,1,"Arts & Entertainment, Specialty Schools, Party & Event Planning, Paint-Your-Own Pottery, Shopping, Arts & Crafts, Summer Camps, Team Building Activities, Education, Art Schools, Art Classes, Bridal, Active Life, Venues & Event Spaces, Kids Activities, Local Flavor, Event Planning & Services","NA"
"7094","_NiLHTix7qYc3CTcR4VBOQ","Jimmy's Tacos","1604 N 17th St","Tampa","FL",33605,27.9590819595,-82.4406076028,4,133,1,"Mexican, Tacos, Tex-Mex, Nightlife, Tapas/Small Plates, Beer Gardens, Restaurants","Monday"
"7101","is75xz73ZxmMurXCp6Xh6A","Stone Medic","","Tampa","FL",33602,27.9552692,-82.4563199,2,5,1,"Home Services, Refinishing Services",NA
"7103","3WtNz0huWAj65seDa1gVKg","Visionworks","2001 E Fowler Ave","Tampa","FL",33612,28.053947,-82.43655,3,10,1,"Shopping, Health & Medical, Optometrists, Eyewear & Opticians","NA"
"7104","h7e2Sg513uelq_KKB66aKQ","Sweatshop Urban Fitness","715 N Franklin St","Tampa","FL",33602,27.9505672,-82.4587844,5,6,1,"Fitness & Instruction, Trainers, Boot Camps, Gyms, Cardio Classes, Active Life","NA"
"7105","hhi5vk-4qsnsME0C-Mk9LA","Planet Fitness","9822 US Hwy 301","Riverview","FL",33578,27.85602,-82.32494,4,11,1,"Fitness & Instruction, Gyms, Active Life, Trainers","Monday, Tuesday, Wednesday, Thursday"
"7106","8GGaEP1Hg4EnmxF356n6FQ","iV Bars - Tampa","3308 W Kennedy Blvd, Ste B","Tampa","FL",33609,27.94462,-82.4977969,4.5,5,1,"IV Hydration, Health & Medical","NA"
"7107","PeUv5ipJuvbXnRbw3Y-y_Q","Mendocinos Bakers","6817 N Dale Mabry Hwy","Tampa","FL",33614,28.0097564493,-82.5048254828,5,7,0,"Bakeries, Food",NA
"7112","ec0MU8FMDBRM6pLaYbWZBg","MOD Pizza","2227 Sun Vista Dr","Lutz","FL",33559,28.190794,-82.395553,4,123,1,"Pizza, Fast Food, Restaurants","Monday"
"7114","hJEGysaojsup2nhVtXJE6Q","HomeTeam Pest Defense","310 1st St NE","Ruskin","FL",33570,27.7218444,-82.432925,3,7,1,"Pest Control, Local Services","NA"
"7115","E078FrFkPL5x1zr3CpX9Ew","Renny's Oki Doki","","Tampa","FL",33601,27.9401015,-82.4501944,4,35,0,"Japanese, Street Vendors, Restaurants, Food Trucks, Food",NA
"7116","TOuSnxEpQqrEuB8GrDbmKQ","LUSH Fresh Handmade Cosmetics","2223 N WestShore Blvd, Ste 160, International Plz","Tampa","FL",33607,27.963716,-82.520724,4.5,39,1,"Cosmetics & Beauty Supply, Shopping, Beauty & Spas",NA
"7117","wyBw4qhls497idjzCCm15Q","El Patron Pizzeria","9017 E Adamo Dr","Tampa","FL",33619,27.9488735,-82.3548634,1.5,140,0,"Pizza, Restaurants","NA"
"7118","dWlNs2yObVI4vGqQmKvs1w","Stoney's Bar & Package Lounge","1305 S 22nd St","Tampa","FL",33605,27.9399598,-82.4349807,4,5,0,"Beer, Wine & Spirits, Lounges, Bars, Food, Pool Halls, Dive Bars, Nightlife","NA"
"7121","5wv0WpJ34qwBRpdeIxATxQ","Popeyes Louisiana Kitchen","2337 Green St","Tampa","FL",33607,27.9566954,-82.4845858,1.5,33,1,"Restaurants, Southern, American (Traditional), Fast Food, Chicken Wings","NA"
"7124","ABakFvBCXcHEbWD1gU1A4Q","Aprile Chiropractic & Wellness","1932 Highland Oaks Blvd","Lutz","FL",33559,28.185087,-82.423967,5,7,1,"Massage Therapy, Acupuncture, Physical Therapy, Chiropractors, Health & Medical","NA"
"7125","baTqy_YcZY1jYckkWgYQMQ","Precision Overhead Garage Door","14932B N Florida Ave","Tampa","FL",33613,28.0856,-82.460118,3,27,1,"Home Services, Garage Door Services",NA
"7127","dIDamKMaVu6kgAS4ecAuLg","Salon Monaco Tampa","2907 W Kennedy Blvd","Tampa","FL",33609,27.945093,-82.490596,3.5,16,0,"Hair Stylists, Hair Salons, Hair Extensions, Shopping, Nail Salons, Beauty & Spas, Cosmetics & Beauty Supply, Day Spas","NA"
"7128","uTZxxMXTkQ8KofRyxr_-Yg","The Fox Jazz Club","5401 W Kennedy Blvd","Tampa","FL",33609,27.9455407,-82.5345948,2.5,12,0,"Arts & Entertainment, Nightlife, American (New), Restaurants, Jazz & Blues, Lounges, Bars","NA"
"7130","4fFBLjwY1CUhEo9bAsD0xw","Bealls Department Store","15792 N Dale Mabry Hwy","Tampa","FL",33618,28.09761,-82.5040671,3,10,1,"Department Stores, Fashion, Shopping","NA"
"7133","eWoYmOOKYqXShEVrDi0zRA","Magnolia Spa and Salon","24836 State Rd 54","Lutz","FL",33559,28.1852281,-82.4054887,4.5,7,0,"Beauty & Spas, Hair Salons, Massage, Skin Care","NA"
"7135","0kdGojvfCGobUazJ-G1R3w","Carlton Academy Day School","205 N Brush St","Tampa","FL",33602,27.9488256,-82.4505358,3,18,1,"Elementary Schools, Education, Local Services, Preschools, Child Care & Day Care","NA"
"7138","vEEt73DzJ9zLhw7D3gXiCA","Tampa Appliance Wholesale","5144 W Idlewild Ave","Tampa","FL",33634,28.0020204,-82.5307588,2.5,5,1,"Wholesale Stores, Home & Garden, Appliances, Shopping","NA"
"7139","aS2HD_XKuCAMwjRHQ_b5-g","WTR Pool & Grill","7700 W Courtney Campbell Cswy","Tampa","FL",33607,27.9667601,-82.5702493,3,176,0,"American (Traditional), Nightlife, Restaurants, Active Life, Sports Bars, Bars, Seafood, Breakfast & Brunch, Beaches","NA"
"7142","ynvQQ-7RTsHWW9hkWOdRlQ","The Rooftop Eve Presents Midnight In the Garden","107 N Franklin St, Fl 10, Brooke Garage Facility","Tampa","FL",33602,27.945819,-82.4567778,2.5,6,1,"Festivals, Nightlife, Arts & Entertainment","NA"
"7143","yGaOmH0ZryvdZu5lnMfA8w","Winn Dixie","805 E Dr Martin Luther","Tampa","FL",33603,27.9808164,-82.4524558,2,9,1,"Grocery, Food","NA"
"7144","7Yq-DJIn6D87FWAxLYQ_Xw","Wells Fargo Bank","13304 Bruce B Downs Blvd","Tampa","FL",33612,28.0682438,-82.4262104,2.5,5,1,"Financial Services, Banks & Credit Unions","NA"
"7148","Ta7MU5lprvnFhrykI2YfIw","Stepp's Towing Service","Drew Park","Tampa","FL",33602,27.986336,-82.515033,1,5,1,"Towing, Automotive",NA
"7150","ZdkonZFKPrGVeu-ZLQfE6A","Stonewood Grill & Tavern","612 E Bloomingdale Ave","Brandon","FL",33511,27.8939806,-82.2737811,4,240,1,"Seafood, American (New), American (Traditional), Steakhouses, Restaurants","NA"
"7152","LEzpPSh5swADnEmkeFR8Pg","La Nails & Spa","11657 Countryway Blvd","Tampa","FL",33626,28.069767,-82.629916,3,13,1,"Beauty & Spas, Nail Salons",NA
"7155","KVpjE8JdroxYd7w1iwQPJA","The Province","10921 McKinley Drive","Tampa","FL",33612,28.049506,-82.414596,2,13,1,"Apartments, Home Services, Real Estate, University Housing","NA"
"7156","_qJqhR3q9TA3SB2BPY3PJw","Waterset Landing Café","7012 Sail View Ln","Apollo Beach","FL",33572,27.786920276,-82.3750205846,4,53,1,"Specialty Food, Coffee & Tea, Sandwiches, Food, Restaurants, Cafes, Breakfast & Brunch, Desserts","NA"
"7158","QWoDn8xGD4-X9HN1ZUJMHw","Verizon","11395 Causeway Blvd","Brandon","FL",33511,27.9226301221,-82.3193667969,2.5,35,1,"Professional Services, Electronics, Internet Service Providers, Shopping, Home Services, Mobile Phones","NA"
"7159","AHLsupKoLHiRXksrFbCzCw","Village Inn Restaurant","13001 Racetrack","Tampa","FL",33626,28.0687355923,-82.6324332462,3.5,59,1,"Restaurants, Breakfast & Brunch, American (Traditional)","NA"
"7160","1g0eP8RSW6hQPFdNGKXB2A","Rowlett Park","2401 E Yukon St","Tampa","FL",33604,28.0289371152,-82.4305459857,4.5,6,1,"Parks, Active Life",NA
"7163","7oyPnoopaDjPm5Tix5BBBw","Ruskin Bait & Tackle","1519 S US Hwy 41","Ruskin","FL",33570,27.7057514,-82.4371104,4.5,6,1,"Sporting Goods, Shopping",NA
"7164","bcxaFrIwd7GLVSbBj9kR1w","Hardin's Nursery & Landscaping","6011 S Dale Mabry Hwy","Tampa","FL",33611,27.880343,-82.507253,4.5,6,1,"Shopping, Home & Garden, Nurseries & Gardening","Monday"
"7166","Tw9YaEQi4M5D6S8pPp7l-w","American Sliding Door Repair","4309 W Pearl Ave","Tampa","FL",33611,27.8881721,-82.5165263,2.5,5,1,"Siding, Home Services, Windows Installation, Door Sales/Installation, Shutters, Contractors","Saturday, Sunday"
"7168","4QnaPR1FJlONov3ANyuOdg","Starbucks","3482 Lithia Pinecrest Rd","Valrico","FL",33594,27.8905817184,-82.2414670358,3,14,0,"Food, Coffee & Tea","NA"
"7172","_OyFXjhy2N_Wh5yNSxHzjg","Tampa Inn","2901 E Busch Blvd","Tampa","FL",33612,28.03148,-82.4270863,1,17,1,"Specialty Schools, Cooking Schools, Event Planning & Services, Education, Travel Agents, Travel Services, Hotels, Hotels & Travel","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday"
"7173","TKUQqrH4TzjTDwva9ptXBQ","Friendly Smiles Dental Care - Town & Country","6707 W Waters Ave","Tampa","FL",33634,28.0263754,-82.5549999,3,16,1,"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry","NA"
"7174","k5LRHoQHGyaLjC9i6RkGcQ","Subway","3208 Lithia-pinecrest Rd","Valrico","FL",33596,27.8969585127,-82.247303171,3.5,8,1,"Sandwiches, Restaurants, Fast Food","Monday"
"7176","7t0Za35gBxYLYSQBApkcIw","The Yogurt Spot","15006 N Dale Mabry Hwy","Tampa","FL",33624,28.0862452254,-82.5059260611,4,8,0,"Food, Ice Cream & Frozen Yogurt","NA"
