"text","sentiment"
"This was the single worst restaurant experience ever.  

Restaurant atmosphere:   If you are going to have glass tabletops, what you look at through the glass should be clean. It wasn't.  Not only was the table not clean but nothing else was very clean either.  Many of the ceiling tiles looked to be ready to collapse onto the floor at any moment.  The rest of them had significant staining which appeared to be from water damage.  The return air vents were either covered with black as night dust or that was black mold (not really sure).  One of the so called chefs were eating behind the pass.  There were flies buzzing around the whole time.   My five year old was smart enough to not eat the included salad bar after seeing flies on it.  

Food:  chips and salsa.  Chips were warm and crunchy and the salsa was fine. Nothing special but passable. The rest of the food was just plain gross. Period. I got the enchiladas supreme.  Upon inspection of the dish there appeared to be water at the bottom of the plate.  I tipped the plate into and empty salsa dish. The water almost completely filled the dish. The food was soggy and disgusting.  The meat I tried from the enchilada had absolutely no flavor.  Most if the others in my party also had no better luck.  I took a bite of my wife's burrito and there was a hair in the meat.  I returned my dish after a few bites.  They did comp it and offered to get me something else.  I was just no longer comfortable eating anything else with how dirty everything was that I could see and wondered how bad was what I couldn't see.

If I wasn't at a dinner on vacation with family we were visiting, I would have left before the food came.  I stopped at publix on the way home and got some frozen pizza and a pie.  That was a much better meal.",-0.3084
"There were 3 of us that attempted to have dinner there tonight. The place MAYBE had 10 tables of customers so it was NOT busy. We were the only people that was at the hostess stand needing to be seated. We asked for a booth instead of a table and she said it would be a wait as they didn't have any booths available. A quick scan around the joint turned up at least 2 booths that were empty.  She said we would need to wait as they were wet. The hostess was obviously a poor representation of this place as we had been there before and we never had a problem before. After arguing with her we left and went to Pablano's on Lumsden and walked in and was seated promptly without and confrontation and the food was so much better than Tres Amigos ever was. Guess we won't be going back to Tired Amigos any time soon! My only regret is we didn't ask to speak to the manager...good customer service could have save a sale and a frequent customer.",-0.5096
"Okay, so here's the deal. My girlfriend and I stopped by this place for lunch today... I had been once or twice and she wanted to try the food. We ordered around 1:20 and patiently waited for our food. After a while, we noticed that everyone who ordered after us starting receiving their food. My girlfriend pleasantly asked the guy who was taking orders what was taking so long.. he said that the food was being prepared and ""it should not be too much longer."" We kept waiting and realized that even more people who showed up nearly 20-30 minutes after us were enjoying their food. We became a little more perturbed and kept waiting. By this time, it was nearly 2:00. Finally, my girlfriend asked what was taking so long. Turns out... they lost our ticket. Now, this was 1 hour and 20 minutes after we placed our orders.

The manager apologized and let us know that they would prepare it as soon as possible. It was ready nearly 20-30 minutes after that. As we got our food, my girlfriend asked if she could get her money back. The manager quickly responded that she could not. He said, ""No ma'am you got your food."" Mind you, by this time we were there for nearly one hour and forty minutes. She then said, ""dude, you guys lost my order and you can't give me a refund, why?"" The Manager, who is by the way a giant asshole, said that we got our food so we didn't get our money back and added that he previously said we could get either the food or the money.
By this time, we are both irate. How could someone who works in the food/ service industry treat their customers like pieces of shit? We had a valid point that was quickly dismissed by someone who is providing a service that we are paying for. How could this be? The guy that owns this place does not care about his customers.... his 'place' got on a t.v. show so that gives him the right to be a complete asshole. I am never visiting this place again and I'll be sure to tell every single person I know what a piece of crap this place really is. 

And, to top it all off they forgot part of our order. HORRIBLE!!! I've never had such an experience at a restaurant. And yeah, the guy on the left of this photo is the rudest person I've seen in my life. Nice way to run a restaurant!!",-0.5853
"Gross! Too salty, fatty gross carnitas, dried out steak  and they are mean- wouldnt give my daughter any lettuce for her kids tacos.  I feel robbed, wish I had read other reviews. I may never go to a chipotle again this was SO BAD",-0.8765
"This restaurant claims to serve Wagyu Kobe Beef, not even Bern's in Tampa can get Kobe, the fact they are selling the entire entree for $30 is way to cheap to be real Kobe, Bern's sells authentic Japanese Wagyu for $20 an ounce, how is this restaurant selling an entire entree of Kobe for $30?  I also called and asked if they had a certificate of authenticity to prove it's real Kobe, she had no idea what I was talking about.  Please don't fall for their lies and scams.",-0.7579
"One star is too much. Terrible service. Manager (Anthony) literally threw a tray into the kitchen after screaming at the hostess and waitress. The service was was slow. Margarita took 15 minutes because bartender is also the tortilla maker. Salsa was from a can. Terrible. Never eat here.",-0.8316
"Worst dining experience I've had in awhile..:( not only did they skip over us and make us wait 15mins longer ..they brought me the wrong food ..and when i said I didnt want a replacement because I wouldnt have time to eat it before we picked up the kids but the manager insisted he get me a new one to go and then charged me for it!! And then got mad that I called him on it and took the to go bag with him ..lol..and dont worry the waitress still got a good tip..because the kitchen screwed up my order not her..",-0.8456
"Do not waste your time or money...  You walk in and place your order at the counter and they still mess up your order.  When I called to let them know that they messed up my order they could not even find the order in the system.  The person I spoke to kept asking me when did I place the order.  I heard a rude person in the back asking if I was mad because they messed up.  WTF is that about. The ""so called Cuban's"" are NOT good at all cheap meat.  The empanadas are NOT fresh they have to be frozen.   NEVER NEVER NEVER going back.",-0.9588
"Well gave them one last chance.  Once more the staff was too busy chatting amongst themselves ro bother to get the order right no matter how many times you attempt to correct them.  2 beef meximelts, and a burrito supreme with no tomatoe, simple order.  What I ended up with...two soft shell tacos, no cheese..those were supposedly theiir meximelts.  And the burrito had lettuce and beans, no beef, no sour cream, no onions, could have sworn that made it a bean burrito but then they couldn't charge me the higher prices.  That was the last time I bother with this piss poor place.",-0.9287
"Ate here for the first time for lunch and tried the buffet since the price seemed good. Bad idea. The food was practically inedible. I myself am Spanish and let me say that this food is far from authentic. The food was stale and had clearly been sitting out for quite some time, it was bland or smothered in a sauce for ""flavor."" The enchiladas were barely stuffed with anything, the quesadillas were hard as a rock and I didn't trust the rubbery mushrooms inside, the other items were fried to a crisp or cooked till the cheese was burned or the taco shell was hard. I didn't even want to try the desserts which looked to be either too hard or formed into a pile of gelatinous material. Definitely will never return here.",-0.3013
"I'm unable to rate them -5 stars. 

I ordered their food through Take out Butler my family and I could enjoy a rainy day lazy dinner. Excited to try a new mexican restaurant, we started digging into our food. My husband notices a hair in his food. Short and black.  He picks it out, and eats around that area...finds another one..throws away his dinner. I give him mine, he is eating...finds another hair!!! We grab my sons quesadillas to search for hair, and what do you know, another one.

I feel the need to call the restaurant and give them a heads up as to what happened so that the manager can check the kitchen staff and see what is going on. Joe, the manager picked up the phone and I filled him in. I was extremely polite about the whole thing, and he immediately was on the defensive. He basically called me a liar and said that there was no possible way it could've happened. 

Whatever, they can continue to serve hairy tacos. Their doors will be shut down in the next few months and I'll continue to go to Luna's.",-0.5386
"If you like gimmick more than the food, you'll enjoy it. It's a big yellow school bus theme inside. Otherwise it's not worth it. The tacos are OK at half the price, but not at $3 and up each with tax. The place is not very clean and the service is bad. Save your cash for California Tacos-to-go a few blocks North on Bearss and Skipper.",-0.3672
"Worst food I've had in a long time. Had an enchilada that habanero ketchup and the food had no seasoning. Ate there around 4pm and hardly anyone was there (which is understandable since dinner rush probably would start until later) and the table and menus had food and salsa on them.  Very disappointing.",-0.8687
"Overhyped; food is mediocre at best. My boyfriend and I went here today for the first time since all we heard were raves. I ordered a quesadilla with pollo verde; he ordered a burrito penado with the same filling.

My quesadilla was bland and flavorless. They served it to me without it being cut first, so I had to eat it with a knife and a fork because picking it up was impossible; the tortilla was too flimsy. It also had the least amount of cheese I have ever seen on a quesadilla. They put maybe a 1/4 cup of cheese on the entire thing, and it was completely tasteless. The chicken was nice and tender but this green sauce that they spoke of was barely there. Underseasoned to the max. Edible, surely, but not good.

His burrito was drowning in cilantro. It was awful and overpowering. The taste of everything else was 100% 'meh'. The burrito was a decent size but when you may as well be chewing on wallpaper for all the taste you get, it's not really worth it.

The prices are way too high. We paid $18.00 for the two of us and that was with a USF discount. I should've had leftovers for what I paid, and I didn't.

The wait was ridiculous for a place that wasn't even busy--fifteen minutes! There was one person ahead of us and that was it. I'm glad I wasn't in a hurry because these cooks sure aren't.

The bathrooms were clean, I'll give it that. But when we got there all the tables spare one were dirty. It wasn't until we'd been sitting down a good five minutes that someone came and wiped them off, and I think that was only because someone complained.

I became very ill after eating here, although my boyfriend seems to be okay. Maybe it was just bad luck on my part. Maybe the original Taco Bus is better; I don't know.

I miss the Taqueria Monterrey that used to be here; they had much better food, although they had anemic service.

Too long; didn't read:

PROS:

Clean bathrooms
Discount for USF students
Chicken was tender

CONS:

Extremely bland food
Stingy with cheese, particularly on quesadilla
Long wait, even if not busy
Pricy for a taco joint
Dirty tables

VERDICT: I will not be returning.",-0.3256
"Ugh!  Another frustrating experience with this place. Their food used to be really good, good enough to put up with messed up orders most of the time. But not anymore. Not too long ago they put meat in a vegetarian enchilada and then this time the chimichanga was made wrong and our mushroom quesadilla HAD NO MUSHROOMS in it. And everyone knows how they love to get home get ready to eat and then find out their order was screwed up. Well we have learned our final lesson. Not again. Tomorrow we are going to get our money back for at the least the quesadilla.",-0.3179
"Staff was all extremely rude. And talkative amongst each other not the customers. Tiny portions, not worth 11$. Do not go to this location.",-0.6071
"If I could give it zero stars I would. They served warm water in shot glasses. When we asked for ice the server looked confused. We asked for regular glasses and received the same confused stare. Never did get them. The margarita was horrible and they didn't have a blender to make it frozen. Although they advertised frozen margarita. The sliders my son ordered were so raw they were still bloody. The server brought our drinks after our meal arrived. Said the bar was backed up. Sure it was. I ordered fajitas and was only given two tortillas. When I asked for more I waited another fifteen minutes. So in conclusion..... Horrible service, warm water in shot glasses, raw sliders, crappy margaritas .... This place sucks.",-0.9399
"Really disappointing experience , not in a sense of food but service, burrito I ordered was rewraped 3 times by that time most of the topics were on the counter or the floor , hygine is horrible , simply don't go there",-0.7904
"Worse taco place ever....omg,how can they have 5 locations in Tampa if all they serve is 100% crap.

How can anyone screw up a torta? Well,tacobus did!  

Tasteless meat and insipid and tasteless sandwich.

Never mind the so call mango ceviche that taste like they served out of a Sysco jar and to our table.

Bottom line stay far away from the worse ever wanna be Mexican taco truck.

Sincerely

A real Mexican!!!!

P.S..Unless you are Mexican and have been raised eating Mexican cuisine ,then the review has to be read as not really true recommendation.... Sorry,but that's a fact.",-0.8838
"Miguel's has been my my favorite spot for work lunches and happy hour since I moved to tampa several years ago. On Wednesday 2/25/15, at lunch, a breathtaking amount of rudeness and disrespect by an assistant manager made it abundantly clear how little Miguel's values their customers' satisfaction. 

What started the whole ball rolling was a relatively minor issue with my food. I ordered a steak burrito with beans and cheese. I asked the waitress if there were any vegetables including onions in the burrito (I'm allergic); she responded with no, only steak, beans, and cheese in the burrito. Burrito comes out smothered in queso with onions and red peppers cooked into it. In the interest of time I scrape the queso off and start eating the burrito. When I start eating, it's all beans and steak, no cheese; I assumed it was melted down. I get halfway through the burrito and find ALL the cheese congealed in one end of the burrito. I stop eating the burrito because of who wants to eat a big pile of partially melted cheese? When I get the bill, my burrito was rung up differently than expected. Since the burrito was rung up differently than I expected and I hadn't been able to eat over half of it I asked to speak the manager. This is where the real problem started. 

When she approaches the table the first words out of her mouth are ""what is the problem?"" While I explain my dissatisfaction she interrupts me repeatedly to say ""you don't understand, that's how we make our burritos"" and ROLLS HER EYES at me!!! After another 5 minutes of telling me I don't understand, interrupting me, and rolling her eyes, she agrees to take the burrito off my check. 

When she bring back my card and receipt (she still charged me for a $3 soft drink that never got refilled once) she threw it in the table and stalks away without a word.
At this point the colleague I was eating with got up to inquire at the hostess stand if there is another manager available. The rude assistant manager begins to tell him that ""your friend doesn't understand"" and ROLLS HER EYES at him too!! At no point in our interactions with the assistant manager did  anything resembling an acknowledgement that my food was less than satisfactory come out of her mouth. 

Later in the day I called Miguel's hoping to speak to the GM or another leader. I spoke with a man who introduced himself as the owner's son. His reply to my issues with my food was that I ""did not understand how they made burritos"" and insinuated that perhaps our behavior had justified the assistant manager's disrespect. He also said he trusted the assistant manager completely, and would have to watch the cc video to ""see what really happened"" and he would get back with me, but that there wasn't much he was willing to do. 

It's been 3 days since I talked to the owner's son and he has not contacted me to offer any sort of service recovery or an apology for the terrible terrible service and lousy food. 

To recap:
1. Specific menu questions to the waitress were incorrectly answered.

2. My food was executed poorly. Only half was edible, and it was not as I expected it to be.

3. The assistant manager provided a textbook example of how NOT to do customer service or service recovery. She couldn't have been ruder if she tried.

4. The owner's son insinuated her rudeness and disrespect could have been justified and implied he didn't believe/care that our experience at his family's restaurant had been so awful. He also has not kept his commitment to follow up with a dissatisfied formerly loyal customer.

So save yourself the time, money, and frustration and stay away from Miguel's. Instead, try Chihuahua's or Catrina's Cocina on S MacDill or Vallarta's in Carrollwood. You won't be missing anything special.",-0.9251
"I walked into this Tijuana just to get a drink because I work in the same plaza. I noticed the guy who took my order was the manager, he didn't greet me or anything and just took my order.. mid way while I was talking he noticed a customer coming toward him unsatisfied with her food..  he cut me off and grabbed her food and talked to her and came back and rolled his eyes. he handed the food to an employee and was angry with them. then after he took my order again and I told him I just wanted a small Coke he said ""THATS IT?"" in a rude way. then I said yeah and he grabbed my card from me. never again will I come here.. I don't enjoy the food in the first place and nor will I come for a drink or some chips for a snack at work! Manage needs to get it together!",-0.9197
"Welcome to NOEs! Bad attitude paired with skimp portions. This is the only time I went to moe's and left hungry,  my wife asked for a side of olives for our daughters meal and you would has thought we asked for a free meal. Not sure if the staff is all stoned but horribly numb and nasty. We should had went to Taco Bell for lunch.",-0.9256
"This is the worst Chipotle experience I've ever had. After pulling a plastic lid from the beans like a grouse magic show the lady making my burrito proceeded to make the worst proportioned burrito with a tortilla that was over warmed to the point where it broke apart on contact. But it didn't stop there, the Chipotle lady told my wife that sofritas didn't have soy. This is amazing to me that the person making our food didn't even know what one of the main proteins were. I could only imagine if someone had a soy allergy. They also forgot my wife's dressing. Shame.",-0.0818
"Ordered a takeout for 6 people  one person only eats cheese quesadillas.  Your cook gave him tortillas folded an cut but absolutely no cheese. Hire some cooks that can read!  Every time we have take out here there is something wrong   With the order but this tine you outdid yourselves.",-0.8493
"Are you serious?  A burrito place that runs out of flour tortillas....I was encouraged to get a salad instead.  If you ask me, I would terminate whoever is in charge of the Dale Mabry location near the Bucs Stadium for poor management.  Get it together Chipotle!!!",-0.4168
"I ordered sofritas, they gave me chorizo by accident. I AM ALLERGIC TO MUSTARD SEED AND PORK. I always felt safe with Chipotle but now I just feel very upset and personally violated. I ordered to go, and my food was topped with guac and an obscene amount of lettuce so I wasn't able to double check before eating and trusted Chipotle to do their part. Part of me wonders if they were aware of their mix up and just tried to cover it with the lettuce. You dropped the ball Chipotle and now I'm paying for it!",-0.9161
"I had a really awful experience, my food came burnt, so over cooked that my food was BLACK!  If this wasn't enough my friend ordered the shrimp tacos and one of his tacos came with two  pieces of shrimp The size of a nickels. Over all it was an awfu experience. Everything took an  obnoxious amount of time. We waited so long for our food, and checks. over all it was not a good experience. Not happy at all and will not be coming back.",-0.9276
"Bland. Awful. I felt compelled to write the review at the table before leaving - that's how bad it was. Chips - Stale. Salsa - crushed tomatoes with no spice. Fajitas - no flavor, meat over-cooked. Tacos were a joke. Ordered a tequila on the list (Patron Roca) and they brought Patron Silver as a substitute - that is not OK. Service was slow and the server was obviously over-worked. We will not return.",-0.9141
"Me and my coworkers first time ever at a Taco Bus. Terrible service. Waited 5 minutes for the girl at the counter to even turn around and acknowledge we were there even after we rang the bell. She just sat there trying to fix an iPad. Not welcoming. We finally got to order and the drink machine was out of most options. She wouldn't let me order queso with my combo even for an upcharge. And she was quiet and rude. She didn't explain anything we needed to do just threw the buzzers on the counter. The best customer service came from the cook in the back asking us if we had been helped yet since we were waiting for so long. Never coming to this Taco Bus again.",-0.5116
"Service is terrible.  They got my order wrong and I caught it and told me that I ordered it wrong.  Then when asking to refund the difference they gave me less then what I was owed and argued with me that I was wrong.  Finally after the manager decided to ring it up on the computer she realized I was right.  Both the cashier and the manager were very rude.  I also witnessed the cashier argue with another guest saying that they didn't tell her he wanted something.  Clearly they do not have any desire to provide excellent costumer service.  From what I see it starts with the management.",-0.9377
"Wow can't believe how bad the quality has gone down... The food quality was Terrible, place was dirty, rice was dried, order was messed up.  We should've just gone to taco bell.",-0.1901
"Horrible all around! Service was so bad. My first waitress didn't greet my boyfriend and I until 10 minutes after we were seated and there was barely anyone there. Then after I asked her for some water for my dogs, I got a new waitress who was as dull as a nail and was not polite or nice. She didn't have a smile or good hospitality. She pretty much gave us our food and didn't say a word. I had to ask her for a refill. But she was very nice to the party next to us so I was uncertain as to why she was not friendly to us. Their Buffalo shrimp is disgusting. I love Buffalo sauce on everything and their sauce tasted like watered down ketchup with a hint of tobasco. If I could give half a star, I would.",-0.7541
"Worst Taco Bell around. This one and other one on fowler. Tiniest portions ever and they charge for anything extra but won't deduct to leave something else. Come on people it's only Taco Bell. It's not gold.",-0.3244
"The empanadas are all frozen so nothing is made fresh.
I stopped there today and my empanadas were cold. I saw several Cuban sandwiches setting out pre made waiting to be pressed when ordered. I had an upset stomach after eating. From now on I'll go somewhere else to eat.",-0.6664
"Ordered the chicken tacos. Terrible. Served with huge chucks of tomatoes. A massive amount of lettuce and cheese. Filled with an enormous about of bland chicken. The juice of the meat made my tortillas soggy. So disappointing. Had to pay extra for pico de gallo. Tortillas cold. What a shame! How do you mess up tacos? Don't eat at Sabor A Mexico.",-0.8906
"Server was ok until the end, then seemed not to care when we barely ate our food. Food was super bland, salsa sucks, fajitas had no flavor. Pork tacos were the best thing and they were terrible to. There's a reason this place is dead on a Friday night.",-0.5312
"Food and atmosphere was terrible! We ordered the fajitas with cilantro rice and refried beans (and avocado we never got). The food had no flavor, the shrimp was under cooked and chewy, the steak tasted like a microwaved roast, the beans were crunchy and from a can, and the rice was plain white rice with cilantro leaves. It literally seems like the owner spent a couple hundred bucks on decorations, bought some microwaveable ingredients to serve, and dropped a bunch of high school students to cook/serve/manage the place!",-0.2225
"Wow.. messed up the order. It was all cold and you put all the salsa or guac in one spot.. terrible. Hire better staff or close your doors",-0.3818
"I don't like it here and always question the people who say they want to go here. The inside of the restaurant is nice, but other than that it does't have anything going for it. Food is subpar, service has lacked every time I have come here, parking is terrible. Too bad Tampa doesn't have any amazing Mexican food, it certainly needs it.",-0.8863
"This Chipotle must exist in an alternate universe because the food is terrible, the service is laughably bad, and the overall design of the space screams boring.

The employees behind the counter seem as if only their mommies put food on their plates. I had to repeat myself multiple times, ask for more because what was put in the bowl was a speck of rice and a couple of individual beans. And if you're ordering more than one thing they seem to get flustered.

And then the taste of the food -- plastic rice, flavorless meat, bland guac. One visit they completely forgot to place the chips I ordered in my bag. 

Out of three visits I must say that this place is broken. Don't bother trying it for yourself.",-0.8993
"The service at this restaurant is horrible the waitstaff is more concerned about getting back to their back booth and talking to each other than waiting on you or getting you what you need. I've had multiple waitresses give me a disgusting look or be put off by the fact that I ask for another glass of water The food is mediocre at best very Americanized Mexican but the service just totally takes away from the whole experience I'd be surprised if this place is in business a year from now.  The manager and or owner stand at the bar and get people dirty looks continuously I don't understand why they're in this business when they can't even conceptualize what customer service is.",-0.5187
"HAVING TO REDO THIS REVIEW BUT IN SHORT DO NOT WASTE YOUR TIME..APPARENTLY I was not descriptive enough SO. The salsa has no taste, no flavor no nothing it was like it look like salsa but tasted like absolutely  nothing. It did not come with my meal I had to pay for it! Unlike most Mexican restaurants and even when I do pay it so good I probably wouldn't care but I should have asked for my money back! The tacos took over 45minutes to and hour to come out I don't know why because it was NOT good was NOT fresh was NOT seasoned the meat was chewy again it look like ground beef but tasted like nothing. I make better tacos at home. the service was entirely to slow my waitress answered with ""ummm let me ask for you"" to everyone question I ask"" She forgot my drink thank goodness I ask for water at the beginning the whole night and at the end I had to get up to leave because she didn't come back I waited waited to send the food back or tell her can they remake it. I ended up walking up getting my own check paid and left all my food on the table I wonder if she realized yet!",-0.8874
"Don't go to this place I had the rice bowl with black beans, ground beef, corn salsa, lettuce and cheese and became ill within 2 hours. It could only have been food poisoning from either old product or dirty hands.",-0.8591
"Some of the worst Mexican food I've ever had. I had my wife do a blind taste test. Their fresh food vs some enchilada chicken meat I made the previous day. She said she would rather have my microwave leftovers. Their salsa was literally the worst salsa I have ever had. Canned la Victoria is better. The ground beef tasted old, the chili rellano had a disturbing aftertaste. Amazingly bad.",-0.9299
"I just spent 27.08 on three carne asada tortas, including a 5 dollar tip. I repeatedly said no mayonaise, and guess what? They still put freaking mayonnaise on all three of them. I saw the employee put no mayo on the computer, yet it still had it. If I had order just one, I wouldn't have been upset. However, having bought three, only to have mayo slathered over all of the tortas when I clearly iterated and reiterated NO MAYO, it made me even more super disappointed. I'll post the picture too.",-0.5322
"Horrible, horrible , we where waiting for the food  for one hour it never came out   we decided to leave, really dissapointed. What else can I say",-0.802
"Gross and not fresh food! Not sure why anyone comes here. You'll get better Mexican food from grocery store frozen dinners. Service wasn't the problem. It was the food. Nothing tastes fresh. We're pretty sure they buy that bagged pre-made guacamole as it doesn't even taste right. My ""steak"" fajitas were gross and I'm not sure what cut of beef it was, if it was beef! Don't waste your money! Ewww!",-0.5682
"It's Friday. They are unusually busy and I tried to keep that into consideration. Keeping it short. Our waitress was horrible. I had to get up and ask the hostess to find our waitress for the check. A different waitress comes back to the table and says ""what do you need you? Your server is very busy."" Needless to say we are still waiting for the check.",-0.5423
"Not good at all every thing tasted like it came right out of a can. I am from San Diego I just want to fine Mexican food that is half as good as I can find in San Diego this place was not even close.",-0.0547
"If I could give 0 stars I would.  I will never eat here again.  The chicken in my salad was burnt. By the time they brought me a new piece (20+ minutes) later I was done with the salad.  Even the second chicken was overcooked and I did not eat it. After many lies and a whole lot of attitude, from Courtney, the bartender in charge, they took a whopping $2 off my meal.   I will never eat or drink there again.",-0.4215
"I'm not surprised at all, lasted longer than I thought - customer service was horrible & food was even worse. This was a complete disaster on all fronts. Adios!",-0.9128
"Today will be the last time I visit solely for the fact that the customer service here is terrible. The gentleman working cashier was extremely rude when I asked for a little more sour cream as the sides they provide are tiny. Same goes for the larger woman that was working the grill. Very rude with no customer service skills. I will be going to Chipotle from now on where the associates are always smiling and actually seem like they want to be there. Also sour cream is not an ""upcharge"" and they are happy to provide it.",-0.3919
"Terrible service. Period. They have no idea how to cut a quesadilla, most of my orders are wrong, and they give you like no salsa. When you address issues they basically say they don't really care.",-0.901
"Very DISAPPOINTED!!!!
I never met that RUDE unprofessional manager in my entired life!!!
We will never come back with my family and I told my story to all of my friends in Tampa Bay! I really do not understand the owners, is that worth to loose that much customers because you hire a bad manager???
If you do not care about your customers, your former customers wont care about your restaurant...",-0.8419
"NEW OWNERS AND A POOR PRODUCT!!!! After having great tacos last year at this location, a friend and I looked very forward to returning as we were back in the area.  Sadly, a total disappointment!  Although we had each purchased groupons separately, as we approached the window, the young woman working tried to tell us we could not both use our groupons!  After patiently and repeatedly telling the employee that these were two separate groupons several times, she finally agreed to let us use them.  Between the two of us we ordered 8 tacos, a mixture of carnitas (shredded pork) chorizo/shrimp, ground beef and skirt steak ( carne asada).  We were told that this year, would have to pay 1.00 per taco for cheese and sour cream???  Lousy policy.  Worst part was when we opened our orders at home, all the tacos had NO SAUCE, ( we ordered mild and medium) and were dry and almost impossible to choke down.  Sad, because there was potential - the carnitas were very good and plentiful, the chorizo and the ground beef were seasoned well.  Skirt steak was burnt and not seasoned at all.  We won't be returning and after reading the recent reviews, it seems the new owners need a reboot.",-0.9452
"Food was cold and not fresh at all. Prices are high. 4 out of the 7 people in our party got sick after eating here. Even the environment was bad, nobody eating there when we came in should've been our warning.",-0.8157
"Do not come here unless you like it when they mess up your order. Expect to be served by sub human low iq workers. Awful.",-0.6249
"The food is not great. Its pretty much expensive taco bell. Today was my first and last day coming here. You are better off across the street at Moe's.",-0.4628
"Compelled to write bc of revolting disgusting steak that tasted like salted fatty rubber. Doubtful it was actually meat. I haven't eaten at Chipotle in a year or so now I know why. My stomach was NOT happy afterwards and the toilet called soon thereafter. Hope this nasty company folds soon. I'm going to short it's stock.",-0.815
"Half stsr, nombre one they are not seafood place, that's false advertising . Number 2 t g eir cheese is like those cheeses that they use at the carnivals , better don't put cheese that's not heakthy, over priced for t h e kind of chess they put in the foid. And if you are not good looking v they won't hired you on the front of the house as a waiter . The owner is greedy . And always asking for new personnel, big turn around . That tell you something,  and to his illegal aliens employees he treats them like shit",-0.5727
"Opened my quesadilla to check if it had guacamole in it...found a hair instead. Disgusting.",-0.5267
"Food is good, service is so so. But was extremely horrible is that they they turned my $5 tip (which was more than 20%) into and $8 tip once my credit card cleared. $3 dollars won't brake my bank, but I can imagine how man people they are scamming. It's credit card fraud and it shouldn't be tolerated.",-0.4659
"Just left here! Can't say if the food was good but  the service is horrible! We were seated brought chips and salsa.  But no one ever came to take our order.  We were seated on the patio the waitress made eye contact with once but didn't approach us!  After 30 minutes we left!  Ruined our date night.  First time there and most likely will be our only time!",-0.9172
"The chick working was too high to understand what we were asking. Had two whole meals missing from our bags. This isn't the first time this place has done this. Just wish there was another taco bell closer. 

Don't recommend for anyone ordering for more than two people.",-0.1556
"It was so disappointing, we order the shredded steak rolled tacos I told the server just like the picture which it had crumbled fresh Mexican cheese (I'm obsessed with cheese) and the picture on the menu had the Mexican fresh crumble cheese.. When they brought the food out, it had parmesan cheese on it. I asked the waiter and he said they don't use that cheese in the restaurant.. I was like whaaaaaat... that's not acceptable.. you guys are selling something you don't have... I'm so upset I was really looking forward for the cheese...",-0.1487
"I hate writing one star reviews. It doesn't happen often. 

I work in Brandon and I've tried pretty much every Mexican place in town without much luck. This was the last place on my list and it was flat out not good.

The positives:
The interior of the place was nice and looked clean. There were a few flat screens as well.

The negatives:
The staff was flat out rude. No smiles. No welcome. No goodbye. No thank you. Nothing. My server stopped by after I was done eating (and I did have a question for her). The food came out 3 minutes after I ordered which isn't a good sign. I ordered the taco, burrito, and chalupa lunch special. The taco was good, the burrito was soggy, and the chalupa....well, here's the question I had for the server. My chalupa was a flat hard shell tortilla, lettuce, and a couple tomatoes. Is that it? I've never seen such a plain chalupa before. 

The food was all luke warm, tasted microwaved, and the beef was probably the lowest quality you could get. Server dropped check off, not a word. I brought to the front. Not a word from the host. Nothing. It was uncomfortable how stuffy it was in there. It's too bad the food was just as terrible.",-0.8665
"I frequent this Taco Bell 3-4 times a week. About every fifth time they screw up my order. This evening was especially bad. I ordered a couple meals including two spicy potato soft tacos without lettuce. When I got to the window in the drive through they did not give me a receipt, neglected to give me the sauce I asked for, and when I got my order I got two tacos with lettuce on them. Sure, mistakes happen. So I went back and asked for them to remake them. When I got the remakes and looked at them it was like they just hand picked the lettuce off of them! Lettuce pieces throughout the cheese and potatoes. Not something that could have easily been explained by lettuce getting mixed in the cheese. Horrible experience.",-0.6689
"Boring tasteless food and the staff is nice but they don't act like they really want to be there. I would rather have Taco Bell.  Avoid.",-0.5148
"So I was in the mood to try something different, and I have seen their ads on Dale Mabry for their lunch buffet. So I say what the hell, I'll try it. I walk in and I am about to be seated, when I tell the server, I would like the lunch buffet. He tells me that the buffet ends at 2pm. It is now 2:06 and I look over and the buffet is full of food in which people are still eating. I look at him dumbfounded, I just made a special trip and I don't know about you...but I consider a little after two still lunch. So instead of giving a customer what he came for, you're going to throw all that food away or worse wrap it up and serve it the next day. Keep in mind, their ads never mention the hours of service.  So I left.. Being angry, I called the restaurant and talked to the manager and only got a weak half apology and no effort to correct the situation.. So I took my business to Chipotle....",-0.8979
"This is the worst mexican food I have ever had. The quality of this food is near Taco Bell's, if not worse. It is over priced and tastes very processed. Their margaritas are made from a premixed (made by some company, bottled and then shipped to their restaurant) mixer. Really?!? How can you call yourself fresh? At one point many years ago when I ate here, the food was excellent. I am not sure if they have a new head chef or new owners, but the food defiantly is not worth a penny.",-0.2698
"STAY AWAY!!! My mother and sister had gone and hours after became sick. We come to find out over 70 people also got food poisoning. Some went to the ER. Health inspection reviews show this place is a mess and lack safe food handling knowledge. This just shows that we can love a place, eat there often, and not know how lucky we are to have not been food poisoned. My previous write up was during that lucky period. My wife/son and I were the lucky ones, but my 83 yr old mother and my sister were not. Food poisoning could have killed my mother. We now look up all health inspection reports for restaurants before visiting. I recommend all do the same.",-0.9399
"Not even worth a half of a star. Food was plain and waitress could not understand English. Horrible food. Will not last long. Margarita was horrible as well. Will not be back.",-0.0557
